Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2017-02-27,2017,2,27,Monday,09,2017-09,61.31,62.18,60.79,62.17,6179800,62.17,-0.0006429981693623077,62.105714285714285,60.54552631578947
2017-02-28,2017,2,28,Tuesday,09,2017-09,62.25,62.89,61.7,62.53,4297900,62.53,0.005790584219952377,62.151428571428575,60.59641025641026
2017-03-01,2017,3,1,Wednesday,09,2017-09,62.66,62.97,62.19,62.34,3777300,62.34,-0.0030385195972831847,62.18357142857143,60.64
2017-03-02,2017,3,2,Thursday,09,2017-09,62.2,62.86,61.67,62.54,3688100,62.54,0.003208225255853625,62.20428571428572,60.68634146341463
2017-03-03,2017,3,3,Friday,09,2017-09,62.22,63.61,62.0,63.56,4355200,63.56,0.01630956896117386,62.28785714285715,60.7547619047619
2017-03-06,2017,3,6,Monday,10,2017-10,63.16,63.5,62.51,62.84,3363700,62.84,-0.011327898130060188,62.426428571428566,60.803255813953484
2017-03-07,2017,3,7,Tuesday,10,2017-10,62.53,62.87,61.38,61.63,3738800,61.63,-0.01925523681627217,62.42857142857143,60.82204545454545
2017-03-08,2017,3,8,Wednesday,10,2017-10,61.42,62.2,61.36,61.41,4697200,61.41,-0.0035697098310930597,62.43642857142857,60.83511111111111
2017-03-09,2017,3,9,Thursday,10,2017-10,61.48,61.68,60.83,61.14,6050300,61.14,-0.00439668553060657,62.47428571428571,60.84173913043478
2017-03-10,2017,3,10,Friday,10,2017-10,61.58,61.87,60.88,61.48,4446000,61.48,0.005561010074943695,62.300000000000004,60.85531914893617
2017-03-13,2017,3,13,Monday,11,2017-11,61.51,61.98,61.12,61.84,3604200,61.84,0.0058555727558886606,62.202857142857134,60.87583333333333
2017-03-14,2017,3,14,Tuesday,11,2017-11,61.8,62.04,61.14,61.35,2309600,61.35,-0.007923701119950444,62.07928571428572,60.88551020408163
2017-03-15,2017,3,15,Wednesday,11,2017-11,61.61,63.08,61.44,62.99,5470700,62.99,0.026731919236110402,62.144999999999996,60.927600000000005
2017-03-16,2017,3,16,Thursday,11,2017-11,63.09,63.19,62.07,62.39,2882700,62.39,-0.009525357561999681,62.15785714285714,61.00899999999999
2017-03-17,2017,3,17,Friday,11,2017-11,62.99,63.79,62.65,63.5,4563000,63.5,0.0177913226672628,62.25285714285714,61.1026
2017-03-20,2017,3,20,Monday,12,2017-12,63.39,63.55,62.75,63.11,2092700,63.11,-0.006141722671628935,62.294285714285714,61.2126
2017-03-21,2017,3,21,Tuesday,12,2017-12,62.98,63.43,62.34,62.47,3416400,62.47,-0.010141013840260671,62.30357142857143,61.3266
2017-03-22,2017,3,22,Wednesday,12,2017-12,62.68,63.58,62.49,63.27,4034500,63.27,0.012806134487402865,62.355714285714285,61.4586
2017-03-23,2017,3,23,Thursday,12,2017-12,63.14,63.7,62.89,63.12,2169100,63.12,-0.0023708159442648036,62.324285714285715,61.546200000000006
2017-03-24,2017,3,24,Friday,12,2017-12,63.54,64.76,63.26,64.17,4322700,64.17,0.01663496918296281,62.41928571428572,61.6804
2017-03-27,2017,3,27,Monday,13,2017-13,63.92,64.28,63.65,64.22,2596000,64.22,0.0007792278819482856,62.60428571428571,61.8218
2017-03-28,2017,3,28,Tuesday,13,2017-13,64.0,64.42,63.64,64.23,3404100,64.23,0.00015574799190831712,62.80571428571428,61.9626
2017-03-29,2017,3,29,Wednesday,13,2017-13,64.39,65.08,63.97,64.74,3681700,64.74,0.007940128914548428,63.06285714285714,62.11639999999999
2017-03-30,2017,3,30,Thursday,13,2017-13,64.75,65.21,64.29,65.13,2953600,65.13,0.006024087156584423,63.32357142857143,62.2458
2017-03-31,2017,3,31,Friday,13,2017-13,64.95,65.35,64.18,64.59,4431800,64.59,-0.008291124494082536,63.52,62.3362
2017-04-03,2017,4,3,Monday,14,2017-14,64.2,64.32,62.97,63.55,4087700,63.55,-0.01610151973673335,63.67714285714286,62.41479999999999
2017-04-04,2017,4,4,Tuesday,14,2017-14,63.32,63.94,63.26,63.68,2605300,63.68,0.0020456501915961933,63.72642857142858,62.4836
2017-04-05,2017,4,5,Wednesday,14,2017-14,63.76,64.0,63.38,63.5,2957800,63.5,-0.0028266379446162393,63.805714285714295,62.5492
2017-04-06,2017,4,6,Thursday,14,2017-14,62.35,63.33,62.22,63.24,6160000,63.24,-0.004094461756428358,63.787142857142854,62.5992
2017-04-07,2017,4,7,Friday,14,2017-14,63.27,64.15,63.14,63.58,2507400,63.58,0.005376346356164907,63.82071428571429,62.6034
2017-04-10,2017,4,10,Monday,15,2017-15,63.89,64.26,62.38,63.89,2386200,63.89,0.004875708550897473,63.92214285714285,62.6328
2017-04-11,2017,4,11,Tuesday,15,2017-15,63.84,64.02,63.45,63.93,2524400,63.93,0.0006260904039674386,63.96928571428572,62.6888
2017-04-12,2017,4,12,Wednesday,15,2017-15,63.77,64.0,63.5,63.92,1549200,63.92,-0.00015645449996437577,64.02642857142857,62.7218
2017-04-13,2017,4,13,Thursday,15,2017-15,64.15,64.36,63.7,64.04,2275300,64.04,0.0018773897061894473,64.01714285714286,62.7374
2017-04-17,2017,4,17,Monday,16,2017-16,64.5,64.97,64.21,64.94,2387800,64.94,0.014053740053284303,64.06857142857143,62.81320000000001
2017-04-18,2017,4,18,Tuesday,16,2017-16,64.82,65.33,64.58,64.61,1977800,64.61,-0.005081641802407333,64.0957142857143,62.8782
2017-04-19,2017,4,19,Wednesday,16,2017-16,65.05,65.51,64.82,65.13,3405600,65.13,0.008048237705527761,64.12357142857142,62.9616
2017-04-20,2017,4,20,Thursday,16,2017-16,65.21,65.41,64.78,64.81,2612100,64.81,-0.004913245943787059,64.10071428571429,63.02
2017-04-21,2017,4,21,Friday,16,2017-16,65.24,65.24,64.53,64.7,4858300,64.7,-0.0016972784214674963,64.10857142857142,63.0762
2017-04-24,2017,4,24,Monday,17,2017-17,65.03,65.97,64.97,65.93,5564500,65.93,0.01901087194667972,64.27857142857144,63.1498
2017-04-25,2017,4,25,Tuesday,17,2017-17,66.0,67.45,65.26,67.35,6728300,67.35,0.021537966970611944,64.54071428571429,63.248999999999995
2017-04-26,2017,4,26,Wednesday,17,2017-17,67.69,67.76,67.14,67.58,4727300,67.58,0.0034150462085307254,64.83214285714286,63.3826
2017-04-27,2017,4,27,Thursday,17,2017-17,67.66,68.19,67.5,67.74,2909600,67.74,0.0023675055989909044,65.15357142857144,63.5054
2017-04-28,2017,4,28,Friday,17,2017-17,67.79,67.87,66.97,67.27,3814200,67.27,-0.006938311714274503,65.41714285714286,63.62480000000001
2017-05-01,2017,5,1,Monday,18,2017-18,67.83,68.4,67.45,68.31,4259200,68.31,0.0154601006009496,65.73285714285714,63.778800000000004
2017-05-02,2017,5,2,Tuesday,18,2017-18,68.56,68.88,66.57,66.94,3769200,66.94,-0.020055557987868067,65.94785714285715,63.8392
2017-05-03,2017,5,3,Wednesday,18,2017-18,66.82,67.14,65.09,65.35,6369400,65.35,-0.02375267268143466,66.05,63.882200000000005
2017-05-04,2017,5,4,Thursday,18,2017-18,65.48,65.63,64.91,65.48,3368600,65.48,0.0019893632111405157,66.15285714285714,63.93019999999999
2017-05-05,2017,5,5,Friday,18,2017-18,65.79,66.49,65.32,66.49,2707300,66.49,0.01542447243520173,66.26357142857142,64.0186
2017-05-08,2017,5,8,Monday,19,2017-19,66.84,67.07,65.83,66.15,3889700,66.15,-0.005113495996604489,66.37357142857142,64.0974
2017-05-09,2017,5,9,Tuesday,19,2017-19,65.98,66.06,65.16,65.5,3383500,65.5,-0.00982617552358811,66.4,64.164
2017-05-10,2017,5,10,Wednesday,19,2017-19,66.94,67.63,65.94,66.0,6144600,66.0,0.007633587786259444,66.485,64.23339999999999
2017-05-11,2017,5,11,Thursday,19,2017-19,66.06,66.31,65.17,65.81,3044700,65.81,-0.0028788248697916297,66.56428571428572,64.3028
2017-05-12,2017,5,12,Friday,19,2017-19,66.83,66.87,65.25,65.55,3731400,65.55,-0.003950684037094088,66.53714285714285,64.363
2017-05-15,2017,5,15,Monday,20,2017-20,65.61,65.85,65.01,65.69,3484100,65.69,0.0021357648074844526,66.41857142857143,64.4056
2017-05-16,2017,5,16,Tuesday,20,2017-20,65.65,66.28,65.5,65.91,3436900,65.91,0.0033490822427562073,66.29928571428572,64.467
2017-05-17,2017,5,17,Wednesday,20,2017-20,65.44,66.44,63.81,63.91,6304700,63.91,-0.03034446523399359,66.02571428571427,64.5126
2017-05-18,2017,5,18,Thursday,20,2017-20,63.75,66.27,63.63,65.72,4936300,65.72,0.0283210980693549,65.91499999999999,64.5988
2017-05-19,2017,5,19,Friday,20,2017-20,66.71,67.07,66.0,66.37,4974200,66.37,0.009890467343359521,65.77642857142857,64.7034
2017-05-22,2017,5,22,Monday,21,2017-21,66.33,67.24,66.25,67.22,2736500,67.22,0.012806967589960916,65.79642857142856,64.8182
2017-05-23,2017,5,23,Tuesday,21,2017-21,67.53,67.88,67.1,67.62,2099500,67.62,0.005950632529231559,65.95857142857143,64.9338
2017-05-24,2017,5,24,Wednesday,21,2017-21,67.82,67.94,67.05,67.89,2483900,67.89,0.003992851702154798,66.13071428571429,65.0646
2017-05-25,2017,5,25,Thursday,21,2017-21,67.83,68.44,67.72,67.86,2221100,67.86,-0.0004418733181112966,66.22857142857143,65.16199999999999
2017-05-26,2017,5,26,Friday,21,2017-21,67.88,68.05,67.52,67.8,3631300,67.8,-0.0008841373129105934,66.34642857142856,65.2702
2017-05-30,2017,5,30,Tuesday,22,2017-22,67.61,68.08,66.95,67.08,2841900,67.08,-0.010619486553023916,66.45928571428571,65.3418
2017-05-31,2017,5,31,Wednesday,22,2017-22,67.08,67.56,66.78,67.42,5185700,67.42,0.005068520104500429,66.56071428571428,65.428
2017-06-01,2017,6,1,Thursday,22,2017-22,67.42,67.93,66.98,67.9,1979500,67.9,0.007119599079946193,66.71000000000001,65.53659999999999
2017-06-02,2017,6,2,Friday,22,2017-22,67.93,68.42,67.77,68.32,1853700,68.32,0.006185539904373094,66.90785714285714,65.6376
2017-06-05,2017,6,5,Monday,23,2017-23,68.31,68.5,67.29,67.4,3597400,67.4,-0.013466015413565735,67.03,65.72319999999999
2017-06-06,2017,6,6,Tuesday,23,2017-23,67.2,67.49,66.03,66.11,4351900,66.11,-0.019139479025561124,67.04428571428572,65.762
2017-06-07,2017,6,7,Wednesday,23,2017-23,66.35,66.43,65.5,65.92,3027200,65.92,-0.0028740347852379555,67.18785714285715,65.79599999999999
2017-06-08,2017,6,8,Thursday,23,2017-23,66.04,66.25,65.0,65.69,5033400,65.69,-0.003489012953999282,67.18571428571428,65.8252
2017-06-09,2017,6,9,Friday,23,2017-23,65.71,65.71,62.75,63.84,6337100,63.84,-0.02816261561975908,67.00500000000001,65.80720000000001
2017-06-12,2017,6,12,Monday,24,2017-24,63.56,64.78,63.52,64.67,3534500,64.67,0.013001222029661585,66.82285714285715,65.798
2017-06-13,2017,6,13,Tuesday,24,2017-24,64.76,65.1,63.7,64.01,4712800,64.01,-0.01020559844443869,66.565,65.7864
2017-06-14,2017,6,14,Wednesday,24,2017-24,63.91,64.1,62.85,63.27,2986500,63.27,-0.011560719477744619,66.235,65.7808
2017-06-15,2017,6,15,Thursday,24,2017-24,62.77,63.73,62.46,63.6,3883400,63.6,0.005215710668087015,65.93071428571429,65.7792
2017-06-16,2017,6,16,Friday,24,2017-24,63.27,63.81,62.47,63.13,7437700,63.13,-0.007389896498143811,65.59714285714286,65.7718
2017-06-19,2017,6,19,Monday,25,2017-25,63.6,64.03,63.3,64.01,2978100,64.01,0.013939506624841336,65.37785714285714,65.7872
2017-06-20,2017,6,20,Tuesday,25,2017-25,63.8,64.53,62.76,63.98,6227700,63.98,-0.00046871727843855737,65.13214285714285,65.79520000000001
2017-06-21,2017,6,21,Wednesday,25,2017-25,63.85,64.05,63.25,63.57,3203500,63.57,-0.006408250239849589,64.82285714285715,65.7888
2017-06-22,2017,6,22,Thursday,25,2017-25,63.63,63.96,63.26,63.56,4180700,63.56,-0.00015728050308638775,64.48285714285714,65.7814
2017-06-23,2017,6,23,Friday,25,2017-25,63.48,63.81,63.34,63.4,2086300,63.4,-0.002517304026984246,64.19714285714286,65.771
2017-06-26,2017,6,26,Monday,26,2017-26,63.6,63.79,63.12,63.15,1595200,63.15,-0.00394321757071181,63.98571428571429,65.75319999999999
2017-06-27,2017,6,27,Tuesday,26,2017-26,61.25,62.54,60.72,61.01,10267300,61.01,-0.03388761920249084,63.635,65.6746
2017-06-28,2017,6,28,Wednesday,26,2017-26,61.01,61.54,60.84,61.48,3170600,61.48,0.00770367535868699,63.33428571428572,65.61200000000001
2017-06-29,2017,6,29,Thursday,26,2017-26,61.19,61.26,59.59,60.3,7212600,60.3,-0.019193238678623104,63.08142857142857,65.5154
2017-06-30,2017,6,30,Friday,26,2017-26,60.88,61.0,59.94,60.62,4814300,60.62,0.005306794342835541,62.792142857142856,65.4316
2017-07-03,2017,7,3,Monday,27,2017-27,60.74,60.85,59.9,60.0,1637400,60.0,-0.010227630201403048,62.50571428571429,65.3376
2017-07-05,2017,7,5,Wednesday,27,2017-27,59.88,60.32,59.38,59.95,6285900,59.95,-0.0008333206176758257,62.26857142857143,65.218
2017-07-06,2017,7,6,Thursday,27,2017-27,59.56,59.89,59.13,59.45,5596100,59.45,-0.008340283463500686,61.972142857142856,65.06
2017-07-07,2017,7,7,Friday,27,2017-27,59.45,60.16,59.26,60.01,3266700,60.01,0.009419639216267983,61.74928571428571,64.9086
2017-07-10,2017,7,10,Monday,28,2017-28,60.07,60.89,59.69,60.8,4361100,60.8,0.013164488212356273,61.52,64.76979999999999
2017-07-11,2017,7,11,Tuesday,28,2017-28,60.74,61.47,60.67,61.23,3263400,61.23,0.00707237352913781,61.32357142857143,64.649
2017-07-12,2017,7,12,Wednesday,28,2017-28,61.7,61.88,60.89,61.51,3055100,61.51,0.004572901868204804,61.17642857142857,64.513
2017-07-13,2017,7,13,Thursday,28,2017-28,61.5,61.73,60.75,60.91,2416000,60.91,-0.009754486920723116,60.987142857142864,64.3924
2017-07-14,2017,7,14,Friday,28,2017-28,61.21,61.72,60.62,61.24,4904800,61.24,0.005417859659848645,60.832857142857144,64.31020000000001
2017-07-17,2017,7,17,Monday,29,2017-29,61.04,61.74,60.75,61.38,3312500,61.38,0.0022860774952861984,60.70642857142857,64.2282
2017-07-18,2017,7,18,Tuesday,29,2017-29,61.61,61.75,60.91,61.39,4499400,61.39,0.0001628921694234453,60.73357142857143,64.1262
2017-07-19,2017,7,19,Wednesday,29,2017-29,61.51,62.08,61.13,61.97,6824500,61.97,0.009447822720657806,60.76857142857143,64.04260000000001
2017-07-20,2017,7,20,Thursday,29,2017-29,63.85,64.03,61.08,61.12,13594500,61.12,-0.013716351009758987,60.82714285714286,63.955
2017-07-21,2017,7,21,Friday,29,2017-29,61.28,62.73,61.08,62.58,6980100,62.58,0.023887482406487415,60.96714285714285,63.88660000000001
2017-07-24,2017,7,24,Monday,30,2017-30,62.39,63.06,62.25,62.53,3706800,62.53,-0.0007990260513702774,61.14785714285714,63.821
2017-07-25,2017,7,25,Tuesday,30,2017-30,62.5,62.82,62.25,62.36,3985400,62.36,-0.002718665796641595,61.31999999999999,63.757200000000005
2017-07-26,2017,7,26,Wednesday,30,2017-30,62.34,62.88,62.29,62.39,2756000,62.39,0.0004810580340484094,61.529999999999994,63.6912
2017-07-27,2017,7,27,Thursday,30,2017-30,62.39,62.75,61.43,61.62,3206400,61.62,-0.012341728887585557,61.644999999999996,63.6054
2017-07-28,2017,7,28,Friday,30,2017-30,61.41,61.85,61.11,61.78,2809800,61.78,0.0025965571273212085,61.714999999999996,63.562799999999996
2017-07-31,2017,7,31,Monday,31,2017-31,62.25,62.51,61.09,61.66,3989000,61.66,-0.001942358922884524,61.74571428571429,63.4816
2017-08-01,2017,8,1,Tuesday,31,2017-31,62.1,63.47,61.61,63.07,5531100,63.07,0.022867334591329724,61.857142857142854,63.415600000000005
2017-08-02,2017,8,2,Wednesday,31,2017-31,63.22,63.73,62.75,63.63,3658500,63.63,0.008879045124475793,62.05142857142857,63.3438
2017-08-03,2017,8,3,Thursday,31,2017-31,63.72,63.93,63.15,63.73,3527700,63.73,0.0015715617231255585,62.22928571428571,63.266000000000005
2017-08-04,2017,8,4,Friday,31,2017-31,63.94,64.53,63.56,64.52,3563600,64.52,0.01239600041588762,62.45357142857142,63.198600000000006
2017-08-07,2017,8,7,Monday,32,2017-32,64.85,65.0,64.15,64.26,3637300,64.26,-0.004029673285233737,62.65857142857143,63.126599999999996
2017-08-08,2017,8,8,Tuesday,32,2017-32,64.04,64.37,63.65,63.9,1880500,63.9,-0.00560225020827676,62.79642857142857,63.04859999999999
2017-08-09,2017,8,9,Wednesday,32,2017-32,63.63,63.95,63.19,63.8,2145000,63.8,-0.0015649810083002702,62.98785714285714,62.983000000000004
2017-08-10,2017,8,10,Thursday,32,2017-32,63.31,63.94,62.12,62.47,3092500,62.47,-0.020846364142036555,62.980000000000004,62.88399999999999
2017-08-11,2017,8,11,Friday,32,2017-32,62.45,63.65,62.24,63.61,2464400,63.61,0.018248749277607335,63.057142857142864,62.79820000000001
2017-08-14,2017,8,14,Monday,33,2017-33,64.19,64.19,63.67,63.78,2455400,63.78,0.002672506953531606,63.15857142857143,62.7074
2017-08-15,2017,8,15,Tuesday,33,2017-33,63.79,64.0,63.41,63.88,2654400,63.88,0.0015679255367251344,63.265,62.637
2017-08-16,2017,8,16,Wednesday,33,2017-33,63.75,64.48,63.55,64.28,2034800,64.28,0.0062617048292645805,63.455,62.6004
2017-08-17,2017,8,17,Thursday,33,2017-33,64.0,64.12,62.98,62.99,2459900,62.99,-0.0200684058078352,63.54142857142857,62.5418
2017-08-18,2017,8,18,Friday,33,2017-33,62.87,63.47,62.71,63.0,1419600,63.0,0.00015872870720401444,63.637142857142855,62.488
2017-08-21,2017,8,21,Monday,34,2017-34,63.49,63.49,62.56,62.83,2141400,62.83,-0.0026983836340526146,63.620000000000005,62.4678
2017-08-22,2017,8,22,Tuesday,34,2017-34,63.21,64.5,63.05,64.38,2432100,64.38,0.024669670176536096,63.67357142857143,62.461999999999996
2017-08-23,2017,8,23,Wednesday,34,2017-34,64.2,64.36,63.88,64.0,1721500,64.0,-0.005902411768086813,63.69285714285714,62.461800000000004
2017-08-24,2017,8,24,Thursday,34,2017-34,63.96,64.32,63.73,63.97,2115700,63.97,-0.0004687309265136719,63.65357142857143,62.4758
2017-08-25,2017,8,25,Friday,34,2017-34,64.12,64.45,63.72,63.74,2316800,63.74,-0.0035954281358039353,63.61642857142857,62.4786
2017-08-28,2017,8,28,Monday,35,2017-35,64.0,64.0,63.57,63.72,1200000,63.72,-0.00031378188322872536,63.60357142857142,62.4904
2017-08-29,2017,8,29,Tuesday,35,2017-35,63.31,63.74,63.08,63.47,1266800,63.47,-0.003923414865202091,63.58,62.4796
2017-08-30,2017,8,30,Wednesday,35,2017-35,63.47,64.37,63.43,64.25,1437400,64.25,0.012289251052392425,63.707142857142856,62.485
2017-08-31,2017,8,31,Thursday,35,2017-35,64.25,64.76,64.15,64.71,2777600,64.71,0.0071595188244770736,63.785714285714285,62.5078
2017-09-01,2017,9,1,Friday,35,2017-35,64.78,64.86,64.04,64.16,1496900,64.16,-0.008499388504786043,63.81285714285714,62.5198
2017-09-05,2017,9,5,Tuesday,36,2017-36,64.17,64.46,63.27,63.64,2168100,63.64,-0.008104804282734746,63.79571428571428,62.5246
2017-09-06,2017,9,6,Wednesday,36,2017-36,63.81,64.15,63.14,63.79,2774800,63.79,0.002357032170294149,63.76071428571429,62.5374
2017-09-07,2017,9,7,Thursday,36,2017-36,64.01,64.16,63.14,63.34,1785800,63.34,-0.00705440909987376,63.785714285714285,62.583999999999996
2017-09-08,2017,9,8,Friday,36,2017-36,63.4,63.54,62.59,62.74,2236300,62.74,-0.009472662972460966,63.76714285714286,62.6092
2017-09-11,2017,9,11,Monday,37,2017-37,63.16,63.5,62.76,63.03,2263800,63.03,0.004622204224925985,63.78142857142858,62.6638
2017-09-12,2017,9,12,Tuesday,37,2017-37,63.01,63.76,62.59,62.98,1504500,62.98,-0.0007932609555589831,63.68142857142857,62.711000000000006
2017-09-13,2017,9,13,Wednesday,37,2017-37,62.93,63.43,62.59,62.8,2410800,62.8,-0.0028580550410304273,63.59571428571429,62.76700000000001
2017-09-14,2017,9,14,Thursday,37,2017-37,62.47,62.61,61.08,61.17,4864000,61.17,-0.02595543133626843,63.395714285714284,62.7914
2017-09-15,2017,9,15,Friday,37,2017-37,61.33,61.89,60.73,61.17,5597600,61.17,0.0,63.21214285714285,62.8258
2017-09-18,2017,9,18,Monday,38,2017-38,60.95,61.99,60.75,61.8,4757000,61.8,0.010299184027686925,63.075,62.861599999999996
2017-09-19,2017,9,19,Tuesday,38,2017-38,62.01,65.46,61.33,65.42,11735700,65.42,0.05857603521965582,63.214285714285715,62.95400000000001
2017-09-20,2017,9,20,Wednesday,38,2017-38,65.32,65.47,63.09,63.52,4549300,63.52,-0.029043071910135998,63.162142857142854,62.99980000000001
2017-09-21,2017,9,21,Thursday,38,2017-38,63.74,63.99,63.22,63.39,1961700,63.39,-0.002046616296888626,63.06785714285714,63.0374
2017-09-22,2017,9,22,Friday,38,2017-38,63.85,64.53,63.41,64.06,6631100,64.06,0.010569461672131242,63.06071428571429,63.1004
2017-09-25,2017,9,25,Monday,39,2017-39,64.11,64.47,62.8,62.89,5985000,62.89,-0.018264099493215724,63.00714285714286,63.1334
2017-09-26,2017,9,26,Tuesday,39,2017-39,63.06,63.36,62.77,63.03,2949200,63.03,0.002226099395884029,62.952857142857134,63.1664
2017-09-27,2017,9,27,Wednesday,39,2017-39,62.74,63.17,62.38,62.39,3848800,62.39,-0.010153885483790481,62.885000000000005,63.18639999999999
2017-09-28,2017,9,28,Thursday,39,2017-39,62.12,62.25,61.69,61.92,4341600,61.92,-0.007533278174404079,62.82642857142857,63.1854
2017-09-29,2017,9,29,Friday,39,2017-39,62.13,62.44,61.4,61.66,4975700,61.66,-0.004198939425414938,62.72857142857142,63.196200000000005
